          0	   0	   0
          1	   0	   0
          2	   1	   0
          3	   2	   0
          4	   3	   0
          5	   4	   0
          6	   5	   0
          7	   6	   0
          8	   7	   0
          9	   8	   0
         10	   9	   0
         11	  10	   0
         12	  11	   0
         13	  11	   0
         14	  12	   0
         15	  13	   0
         16	  14	   0
         17	  14	   0
         18	  15	   0
         19	  15	   0
         20	  16	   0
         21	  16	   0
         22	  16	   0
         23	  17	   0
         24	  17	   0
         25	  17	   1
         26	  17	   1
         27	  17	   1
         28	  17	   1
         29	  17	   1
         30	  17	   1
         31	  16	   1
         32	  16	   1
         33	  16	   1
         34	  15	   1
         35	  15	   1
         36	  14	   1
         37	  14	   1
         38	  13	   1
         39	  12	   1
         40	  12	   1
         41	  11	   1
         42	  10	   1
         43	   9	   1
         44	   9	   1
         45	   8	   1
         46	   7	   1
         47	   6	   1
         48	   5	   1
         49	   4	   1
         50	   3	   1
         51	   2	   1
         52	   1	   1
         53	   0	   1
         54	  -1	   1
         55	  -2	   1
         56	  -3	   1
         57	  -4	   1
         58	  -5	   1
         59	  -5	   1
         60	  -6	   1
         61	  -7	   1
         62	  -8	   1
         63	  -8	   1
         64	  -9	   1
         65	 -10	   1
         66	 -10	   1
         67	 -11	   1
         68	 -11	   1
         69	 -12	   1
         70	 -12	   1
         71	 -12	   1
         72	 -13	   1
         73	 -13	   1
         74	 -13	   1
         75	 -13	   1
         76	 -13	   1
         77	 -13	   1
         78	 -13	   1
         79	 -13	   1
         80	 -12	   1
         81	 -12	   1
         82	 -12	   1
         83	 -11	   1
         84	 -11	   1
         85	 -10	   1
         86	 -10	   1
         87	  -9	   1
         88	  -8	   1
         89	  -7	   1
         90	  -7	   1
         91	  -6	   1
         92	  -5	   1
         93	  -4	   1
         94	  -3	   1
         95	  -2	   1
         96	  -1	   1
         97	   0	   1
         98	   1	   1
         99	   2	   1
        100	   3	   1
        101	   4	   1
        102	   5	   1
        103	   6	   1
        104	   7	   1
        105	   8	   1
        106	   9	   1
        107	  10	   1
        108	  11	   1
        109	  12	   1
        110	  13	   1
        111	  14	   1
        112	  15	   1
        113	  15	   1
        114	  16	   1
        115	  17	   1
        116	  18	   1
        117	  18	   1
        118	  19	   2
        119	  19	   2
        120	  20	   2
        121	  20	   2
        122	  20	   3
        123	  21	   3
        124	  21	   3
        125	  21	   3
        126	  21	   4
        127	  21	   4
        128	  21	   4
        129	  21	   4
        130	  21	   5
        131	  20	   5
        132	  20	   5
        133	  20	   5
        134	  19	   5
        135	  19	   5
        136	  18	   5
        137	  18	   5
        138	  17	   5
        139	  16	   5
        140	  16	   5
        141	  15	   5
        142	  14	   5
        143	  13	   5
        144	  13	   5
        145	  12	   5
        146	  11	   5
        147	  10	   5
        148	   9	   5
        149	   8	   5
        150	   7	   5
        151	   6	   5
        152	   5	   5
        153	   4	   5
        154	   3	   5
        155	   2	   5
        156	   1	   5
        157	   0	   5
        158	  -1	   5
        159	  -1	   5
        160	  -2	   5
        161	  -3	   5
        162	  -4	   5
        163	  -4	   5
        164	  -5	   5
        165	  -6	   5
        166	  -6	   5
        167	  -7	   5
        168	  -7	   5
        169	  -8	   5
        170	  -8	   5
        171	  -8	   5
        172	  -9	   5
        173	  -9	   5
        174	  -9	   5
        175	  -9	   5
        176	  -9	   5
        177	  -9	   5
        178	  -9	   5
        179	  -9	   5
        180	  -8	   5
        181	  -8	   5
        182	  -8	   5
        183	  -7	   5
        184	  -7	   5
        185	  -6	   5
        186	  -6	   5
        187	  -5	   5
        188	  -4	   5
        189	  -3	   5
        190	  -3	   5
        191	  -2	   5
        192	  -1	   5
        193	   0	   5
        194	   1	   5
        195	   2	   5
        196	   3	   5
        197	   4	   5
        198	   5	   5
        199	   6	   5
        200	   7	   5
        201	   8	   5
        202	   9	   5
        203	  10	   5
        204	  11	   5
        205	  12	   5
        206	  13	   5
        207	  14	   5
        208	  15	   5
        209	  16	   5
        210	  17	   5
        211	  18	   5
        212	  19	   5
        213	  19	   5
        214	  20	   5
        215	  21	   5
        216	  22	   5
        217	  22	   5
        218	  23	   6
        219	  23	   6
        220	  24	   6
        221	  24	   6
        222	  24	   7
        223	  25	   7
        224	  25	   7
        225	  25	   7
        226	  25	   8
        227	  25	   8
        228	  25	   8
        229	  25	   8
        230	  25	   9
        231	  24	   9
        232	  24	   9
        233	  24	   9
        234	  23	   9
        235	  23	   9
        236	  22	   9
        237	  22	   9
        238	  21	   9
        239	  20	   9
        240	  20	   9
        241	  19	   9
        242	  18	   9
        243	  17	   9
        244	  17	   9
        245	  16	   9
        246	  15	   9
        247	  14	   9
        248	  13	   9
        249	  12	   9
        250	  11	   9
        251	  10	   9
        252	   9	   9
        253	   8	   9
        254	   7	   9
        255	   6	   9
        256	   5	   9
        257	   4	   9
        258	   3	   9
        259	   3	   9
        260	   2	   9
        261	   1	   9
        262	   0	   9
        263	   0	   9
        264	  -1	   9
        265	  -2	   9
        266	  -2	   9
        267	  -3	   9
        268	  -3	   9
        269	  -4	   9
        270	  -4	   9
        271	  -4	   9
        272	  -5	   9
        273	  -5	   9
        274	  -5	   9
        275	  -5	   9
        276	  -5	   9
        277	  -5	   9
        278	  -5	   9
        279	  -5	   9
        280	  -4	   9
        281	  -4	   9
        282	  -4	   9
        283	  -3	   9
        284	  -3	   9
        285	  -2	   9
        286	  -2	   9
        287	  -1	   9
        288	   0	   9
        289	   1	   9
        290	   1	   9
        291	   2	   9
        292	   3	   9
        293	   4	   9
        294	   5	   9
        295	   6	   9
        296	   7	   9
        297	   8	   9
        298	   9	   9
        299	  10	   9
        300	  11	   9
        301	  12	   9
        302	  13	   9
        303	  14	   9
        304	  15	   9
        305	  16	   9
        306	  17	   9
        307	  18	   9
        308	  19	   9
        309	  20	   9
        310	  21	   9
        311	  22	   9
        312	  23	   9
        313	  23	   9
        314	  24	   9
        315	  25	   9
        316	  26	   9
        317	  26	   9
        318	  27	  10
        319	  27	  10
        320	  28	  10
        321	  28	  10
        322	  28	  11
        323	  29	  11
        324	  29	  11
        325	  29	  11
        326	  29	  12
        327	  29	  12
        328	  29	  12
        329	  29	  12
        330	  29	  13
        331	  28	  13
        332	  28	  13
        333	  28	  13
        334	  27	  13
        335	  27	  13
        336	  26	  13
        337	  26	  13
        338	  25	  13
        339	  24	  13
        340	  24	  13
        341	  23	  13
        342	  22	  13
        343	  21	  13
        344	  20	  13
        345	  20	  13
        346	  19	  13
        347	  18	  13
        348	  17	  13
        349	  16	  13
        350	  15	  13
        351	  14	  13
        352	  13	  13
        353	  12	  13
        354	  11	  13
        355	  10	  13
        356	   9	  13
        357	   8	  13
        358	   7	  13
        359	   7	  13
        360	   6	  13
        361	   5	  13
        362	   4	  13
        363	   3	  13
        364	   3	  13
        365	   2	  13
        366	   2	  13
        367	   1	  13
        368	   1	  13
        369	   0	  13
